,Unnamed: 0,name,gender,birth_date,party_name,post_label,elected,twitter_username,twitter_user_id,tweets_count,followers,friends,retweet,favrotes,mentioned,quoted,reweet,mentioned%,quoted%,reweet%,topic_count,topic_ratio,former_MP
618,618,Graham Jones,male,51,Labour Party,Hyndburn,True,GrahamJones_MP,260824465,2888,8029,1064,518703,9633,925,2616,1498,0.3202908587257618,0.9058171745152356,0.5186980609418282,1222,0.03168840598501154,yes
619,619,Richard Clare,Male,25,Liberal Democrats,Ilford North,False,RichBJC,23065145,2143,929,2308,5452862,601,408,2096,812,0.19038730751283248,0.978068128791414,0.378908072795147,494,0.017554457908389894,no
620,620,Wes Streeting,male,34,Labour Party,Ilford North,True,wesstreeting,20362684,2240,35540,7798,1257288,68456,453,1970,1023,0.2022321428571429,0.8794642857142857,0.4566964285714286,721,0.022915077548944826,yes
621,621,Chris Chapman,male,0,Conservative and Unionist Party,Ilford South,False,ChrisChapman86,50269633,554,1414,1062,100522,1017,63,548,224,0.11371841155234658,0.9891696750902528,0.4043321299638989,187,0.021974148061104586,no
622,622,Martin McCluskey,male,0,Labour Party,Inverclyde,False,martinmccluskey,20035457,2809,3333,1399,908747,12922,456,2574,1442,0.16233535065859736,0.9163403346386616,0.5133499466002136,1145,0.03466860447512641,no
623,623,Ritchie Cunningham,male,64,Liberal Democrats,"Inverness, Nairn, Badenoch and Strathspey",False,RRitchieC,452283980,180,56,77,20031,54,66,154,110,0.36666666666666653,0.8555555555555555,0.6111111111111112,81,0.036225402504472266,no
624,624,Mike Robb,male,0,Labour Party,"Inverness, Nairn, Badenoch and Strathspey",False,mgrobb,34750002,347,512,426,90924,409,158,330,290,0.4553314121037464,0.9510086455331412,0.8357348703170029,143,0.03111401218450827,no
625,625,Ben Gummer,male,39,Conservative and Unionist Party,Ipswich,False,gummerben,28087982,2469,16090,440,400782,5896,452,2450,1546,0.18307006885378696,0.9923045767517212,0.6261644390441474,875,0.028563966963731924,yes
626,626,Adrian Hyyrylainen-Trett,Male,0,Liberal Democrats,Ipswich,False,Juvelad,21772748,154,4209,5002,73321,42,0,154,14,0.0,1.0,0.09090909090909093,58,0.02574345317354638,no
627,627,Sandy Martin,male,60,Labour Party,Ipswich,True,sandyofipswich,833460300,1363,3221,3613,466306,1338,55,1356,459,0.04035216434336023,0.9948642699926632,0.3367571533382245,627,0.033862605314322745,no
628,628,Nick Belfitt,Male,24,Liberal Democrats,Isle of Wight,False,NBelfitt,407647033,458,323,318,5276,188,68,433,382,0.14847161572052406,0.945414847161572,0.8340611353711791,182,0.02830922382952248,no
629,629,Julian Critchley,Male,0,Labour Party,Isle of Wight,False,iowlabourparty,3091299903,399,347,384,61001,428,168,346,298,0.42105263157894735,0.8671679197994987,0.7468671679197995,157,0.034212246676835915,no
630,630,James Clark,male,0,Conservative and Unionist Party,Islington North,False,_JamesTClark,781483235536756736,328,239,106,65231,339,73,316,122,0.2225609756097561,0.9634146341463414,0.3719512195121951,146,0.035411108416201785,no
631,631,Jeremy Corbyn,male,68,Labour Party,Islington North,True,jeremycorbyn,117777690,2910,1425195,2499,2917607,4226854,1623,2823,2221,0.5577319587628866,0.9701030927835051,0.7632302405498281,1808,0.05009975615162935,yes
632,632,Jason Charalambous,male,31,Conservative and Unionist Party,Islington South and Finsbury,False,JasonTGC,2881356311,1051,1093,648,1568620,1788,164,940,461,0.1560418648905804,0.8943862987630827,0.4386298763082778,304,0.02117876550090567,no
633,633,Alain Desmier,male,34,Liberal Democrats,Islington South and Finsbury,False,AlainDesmier,177180785,295,2618,2634,7592,1828,37,292,176,0.12542372881355932,0.9898305084745764,0.5966101694915255,108,0.027020265198899173,no
634,634,Emily Thornberry,female,57,Labour Party,Islington South and Finsbury,True,EmilyThornberry,164226176,2813,72078,1150,1713336,64437,467,2674,1231,0.1660149306789904,0.9505865623889086,0.43761109136153575,961,0.028431952662721895,yes
635,635,Matthew Kidner,male,34,Liberal Democrats,Islwyn,False,mkidnerLD,4912377551,45,47,78,15170,5,5,44,17,0.1111111111111111,0.9777777777777776,0.37777777777777777,17,0.027868852459016397,no
636,636,Dan Thomas,Male,0,Conservative and Unionist Party,Islwyn,False,Daniel_Thomas81,1339653144,779,549,159,89879,889,177,729,385,0.227214377406932,0.9358151476251604,0.4942233632862644,290,0.026710877774707563,no
637,637,Robin Gwynn,male,0,Conservative and Unionist Party,Jarrow,False,Robin_Gwynn,3152342153,133,113,395,26431,94,40,88,75,0.3007518796992481,0.6616541353383458,0.5639097744360902,63,0.0347682119205298,no
638,638,Stephen Hepburn,male,58,Labour Party,Jarrow,True,jarrowstevemp,2808847414,216,1961,113,1069,1078,124,216,152,0.5740740740740741,1.0,0.7037037037037037,90,0.034856700232377996,yes
639,639,John Grogan,male,56,Labour Party,Keighley,True,KeighleyLabour,913196785,20,1398,1155,82,50,9,20,11,0.45,1.0,0.55,11,0.04680851063829787,no
640,640,Matt Walker,male,0,Liberal Democrats,Keighley,False,Matt4Keighley,859400524990484480,478,242,708,77371,91,29,423,134,0.06066945606694561,0.8849372384937239,0.2803347280334728,212,0.03501816980508755,no
641,641,Richard Dickson,male,57,Liberal Democrats,Kenilworth and Southam,False,richdick,26283813,899,878,1803,80989,620,307,825,792,0.3414905450500556,0.9176863181312571,0.8809788654060067,241,0.021022330774598745,no
642,642,Bally Singh,male,0,Labour Party,Kenilworth and Southam,False,BallySingh74,283682540,995,1502,1886,2158893,293,78,983,243,0.07839195979899498,0.9879396984924624,0.2442211055276382,304,0.021663222404332643,no
643,643,Victoria Borwick,female,61,Conservative and Unionist Party,Kensington,False,backborwick,3076039949,612,3039,285,18114,1083,120,576,316,0.19607843137254904,0.9411764705882352,0.5163398692810458,168,0.020568070519098917,yes
644,644,Emma Dent Coad,Female,63,Labour Party,Kensington,True,emmadentcoad,244489735,2772,7454,707,797696,822,310,2512,731,0.11183261183261184,0.9062049062049062,0.2637085137085137,921,0.02366514209363276,no
645,645,Annabel Mullin,female,39,Liberal Democrats,Kensington,False,AnnabelMullin,1148079204,1324,1919,1822,551687,2804,126,1283,456,0.09516616314199396,0.9690332326283988,0.3444108761329305,433,0.025167102586457425,no
646,646,Mick Scrimshaw,male,0,Labour Party,Kettering,False,MickScrimshaw,40286156,879,536,518,2971,368,781,879,873,0.888509670079636,1.0,0.9931740614334472,368,0.031033901163771294,no
647,647,Laura Dover,female,0,Labour Party,Kilmarnock and Loudoun,False,Laura4KandL,858288220341252096,54,177,21,15235,181,9,52,30,0.16666666666666666,0.9629629629629628,0.5555555555555556,24,0.03157894736842105,no
648,648,Alison Harper,female,0,Conservative and Unionist Party,Kilmarnock and Loudoun,False,ali_harper,156528980,167,1431,1475,569,1320,54,138,165,0.32335329341317365,0.8263473053892215,0.9880239520958084,29,0.02016689847009736,no
649,649,Edward Davey,male,52,Liberal Democrats,Kingston and Surbiton,True,EdwardJDavey,1179455215,1128,13648,234,1323129,2746,98,1124,170,0.08687943262411348,0.99645390070922,0.15070921985815602,591,0.03968307258443564,no
650,650,Laurie South,male,0,Labour Party,Kingston and Surbiton,False,Elsiethered,1183017690,467,215,65,115087,297,276,311,348,0.5910064239828694,0.6659528907922913,0.7451820128479657,209,0.032970500078876794,no
651,651,Karl Turner,male,46,Labour Party,Kingston upon Hull East,True,KarlTurnerMP,432396682,2114,21617,8521,1219128,41937,456,1718,752,0.21570482497634816,0.8126773888363292,0.3557237464522233,693,0.026482726994802808,yes
652,652,Diana Johnson,female,51,Labour Party,Kingston upon Hull North,True,DianaJohnsonMP,68659708,2264,19953,2662,1451781,5048,372,2110,575,0.16431095406360424,0.9319787985865724,0.2539752650176678,834,0.02699728084941085,yes
653,653,Lia Nici-Townend,female,48,Conservative and Unionist Party,Kingston upon Hull North,False,LiaNiciTownend,863848156739629056,20,18,35,3597,1,2,20,9,0.1,1.0,0.45,11,0.04435483870967742,no
654,654,Mike Ross,male,37,Liberal Democrats,Kingston upon Hull North,False,cllrmikeross,578710768,586,399,140,67073,795,195,552,485,0.33276450511945393,0.9419795221843004,0.8276450511945392,158,0.01927299341302757,no
655,655,Emma Hardy,Female,0,Labour Party,Kingston upon Hull West and Hessle,True,EmmaHardyMP,499590887,2449,9357,4951,1802099,6689,552,2179,1165,0.2253981216823193,0.8897509187423438,0.4757043691302573,746,0.02535690006798097,no
656,656,Christine Mackay,female,0,Conservative and Unionist Party,Kingston upon Hull West and Hessle,False,christinemackay,21527566,201,330,269,1234894,91,54,196,127,0.26865671641791045,0.9751243781094528,0.6318407960199005,42,0.017933390264730998,no
657,657,Claire Thomas,female,0,Liberal Democrats,Kingston upon Hull West and Hessle,False,clairethomas1,163175714,570,1026,851,18052,1096,163,544,407,0.28596491228070176,0.9543859649122808,0.7140350877192982,171,0.02159909056460781,no
658,658,Chris Skidmore,male,36,Conservative and Unionist Party,Kingswood,True,CSkidmoreUK,436576452,698,8326,519,9380,1449,144,698,285,0.2063037249283668,1.0,0.40830945558739257,211,0.019495518802550123,yes
659,659,Mhairi Threlfall,female,0,Labour Party,Kingswood,False,mthrel,186890864,1229,1938,1775,227927,1376,207,1184,807,0.16842961757526445,0.9633848657445078,0.6566314076484947,263,0.015971336612619173,no
660,660,Karen Wilkinson,female,51,Liberal Democrats,Kingswood,False,karen4kingswood,23081797,675,572,1223,395898,236,169,558,371,0.25037037037037035,0.8266666666666667,0.5496296296296296,258,0.028571428571428567,no
661,661,Dave Dempsey,male,66,Conservative and Unionist Party,Kirkcaldy and Cowdenbeath,False,cllrdavedempsey,221693300,254,618,329,592,593,205,252,238,0.8070866141732284,0.9921259842519684,0.9370078740157479,67,0.02152264696434308,no
662,662,Lesley Laird,female,59,Labour Party,Kirkcaldy and Cowdenbeath,True,LesleyLaird,1949509532,3150,1675,241,1901495,443,180,3150,334,0.057142857142857134,1.0,0.10603174603174603,1415,0.033910897021113426,no
663,663,Carl Cashman,male,26,Liberal Democrats,Knowsley,False,CarlCashman,161056882,1404,14859,988,1329444,3460,282,1281,689,0.20085470085470086,0.9123931623931624,0.4907407407407408,357,0.020594173637150274,no
664,664,Andrew Hilland,male,0,Labour Party,Lanark and Hamilton East,False,Andrew_Hilland,300585543,137,637,2084,283027,1093,42,136,89,0.30656934306569344,0.9927007299270072,0.6496350364963503,70,0.038845726970033294,no
665,665,Eric Ollerenshaw,male,67,Conservative and Unionist Party,Lancaster and Fleetwood,False,VoteOllerenshaw,855110694546677760,141,358,519,30665,561,29,126,57,0.20567375886524825,0.8936170212765957,0.40425531914893614,47,0.0272938443670151,no
666,666,Cat Smith,female,32,Labour Party,Lancaster and Fleetwood,True,CatSmithMP,31756041,936,26910,2307,67256,28963,287,826,647,0.30662393162393164,0.8824786324786325,0.6912393162393162,288,0.02177364481741892,yes
667,667,Hilary Benn,male,64,Labour Party,Leeds Central,True,hilarybennmp,408454349,1100,73085,300,269762,60648,297,1062,644,0.27,0.9654545454545456,0.5854545454545454,426,0.031483260660705045,yes
668,668,Gareth Davies,male,0,Conservative and Unionist Party,Leeds Central,False,garethmdaviesuk,351657777,289,5367,102,11330,742,167,260,267,0.5778546712802768,0.8996539792387543,0.9238754325259516,107,0.026837220968146475,no
669,669,Andy Nash,male,42,Liberal Democrats,Leeds Central,False,andynash,18196651,2049,1940,2053,745087,2553,527,1620,1177,0.2571986334797462,0.7906295754026355,0.5744265495363592,852,0.030171040050993306,no
670,670,Richard Burgon,male,37,Labour Party,Leeds East,True,RichardBurgon,545081356,2627,35241,1793,1208479,130566,950,2398,1597,0.3616292348686715,0.9128283212790256,0.6079177769318614,1275,0.036702265465327163,yes
671,671,Matthew James Robinson,Male,31,Conservative and Unionist Party,Leeds East,False,MrMatt_Robinson,793663214,1706,967,522,1535991,902,274,1653,896,0.16060961313012895,0.9689331770222744,0.5252051582649473,460,0.018857096007214892,no
672,672,Ed Sanderson,Male,0,Liberal Democrats,Leeds East,False,edsanderson,20181974,513,482,972,242997,114,179,511,340,0.3489278752436647,0.9961013645224172,0.6627680311890838,139,0.02501799856011519,no
673,673,Fabian Hamilton,male,62,Labour Party,Leeds North East,True,FabianLeedsNE,859433240452583424,104,587,111,3225,194,20,104,64,0.19230769230769232,1.0,0.6153846153846154,31,0.020103761348897537,yes
674,674,Jon Hannah,male,0,Liberal Democrats,Leeds North East,False,JCHannah77,721026242,1966,1623,2661,718726,1351,266,1945,1051,0.1353001017293998,0.9893184130213633,0.534587995930824,664,0.02371767395342192,no
675,675,Ryan Stephenson,male,0,Conservative and Unionist Party,Leeds North East,False,Stephenson_Ryan,240030844,1427,667,317,94718,1396,318,1307,741,0.2228451296426069,0.9159074982480728,0.5192711983181499,525,0.026792549119673385,no
676,676,Greg Mulholland,male,47,Liberal Democrats,Leeds North West,False,GregMulholland1,28543847,2435,19558,5850,95256,6251,333,2383,1373,0.13675564681724847,0.9786447638603696,0.5638603696098563,473,0.013992840872111945,yes
677,677,Alisdair Calder McGregor,male,39,Liberal Democrats,Leeds West,False,A_C_McGregor,127970776,933,2776,1369,1194358,338,87,906,184,0.0932475884244373,0.9710610932475884,0.19721329046087888,392,0.02945154019534185,no
678,678,Rachel Reeves,female,38,Labour Party,Leeds West,True,RachelReevesMP,34374472,2822,70171,3305,540695,16868,479,2653,1405,0.16973777462792347,0.9401133947554926,0.4978738483345145,908,0.023142602268382818,yes
679,679,Edward Yi He,male,0,Conservative and Unionist Party,Leicester East,False,Edward4East,2935084827,713,784,864,111516,1141,190,642,422,0.2664796633941094,0.9004207573632539,0.5918653576437588,305,0.033571821684094665,no
680,680,Harrish Bisnauthsing,male,0,Liberal Democrats,Leicester South,False,HarrishBigb5,2798113381,31,78,103,2518,8,11,30,28,0.3548387096774194,0.967741935483871,0.9032258064516128,13,0.03523035230352303,no
681,681,Jack Hickey,Male,0,Conservative and Unionist Party,Leicester West,False,Jack2Hickey,3099820919,626,700,673,74061,1166,212,566,338,0.33865814696485624,0.9041533546325878,0.5399361022364217,252,0.03308823529411765,no
682,682,Liz Kendall,female,46,Labour Party,Leicester West,True,leicesterliz,105800463,2622,73459,1601,1122887,72643,636,2258,1609,0.2425629290617849,0.8611746758199847,0.6136536994660564,841,0.026581958404450344,yes
683,683,Richard Kilpatrick,male,0,Liberal Democrats,Leigh,False,RKilpatrickMCR,181243457,246,441,337,12762,263,42,230,164,0.17073170731707318,0.934959349593496,0.6666666666666666,67,0.017488906290785696,no
684,684,Kelly-Marie Blundell,female,36,Liberal Democrats,Lewes,False,KellyMarieLD,93178604,2907,5099,3846,99496,6651,927,2879,1616,0.3188854489164087,0.9903680770553837,0.5558995528035776,899,0.024280235510182036,no
685,685,Maria Caulfield,female,44,Conservative and Unionist Party,Lewes,True,mariacaulfield,207697553,2916,8078,3637,152016,9822,517,2863,1861,0.17729766803840874,0.9818244170096022,0.6382030178326474,804,0.019764983529180397,yes
686,686,Daniel Chapman,Male,0,Labour Party,Lewes,False,Chapman_Dan,198461357,53,532,343,182,110,11,51,41,0.2075471698113208,0.9622641509433962,0.7735849056603774,15,0.021834061135371174,no
687,687,Heidi Alexander,female,42,Labour Party,Lewisham East,True,heidi_mp,389434876,2418,34134,1572,256150,57745,485,2128,1435,0.20057899090157155,0.880066170388751,0.5934656741108354,849,0.0246673252367947,yes
688,688,Peter Fortune,male,0,Conservative and Unionist Party,Lewisham East,False,PeterTFortune,989608254,1418,745,682,212465,608,197,1329,478,0.1389280677009873,0.9372355430183356,0.33709449929478136,298,0.014362830152303838,no
689,689,Emily Frith,female,39,Liberal Democrats,Lewisham East,False,Emily4LewE,855669794934337536,537,345,555,79183,660,238,487,352,0.4432029795158287,0.9068901303538176,0.6554934823091247,224,0.034782608695652174,no
690,690,Shaun Bailey,male,46,Conservative and Unionist Party,Lewisham West and Penge,False,ShaunBaileyUK,40451753,1235,4708,550,75258,2429,258,1130,565,0.2089068825910931,0.9149797570850202,0.4574898785425101,355,0.02033801203093669,no
691,691,Ellie Reeves,female,0,Labour Party,Lewisham West and Penge,True,elliereeves,52124856,373,10488,1723,30171,3891,62,358,146,0.16621983914209115,0.9597855227882036,0.3914209115281501,118,0.022335794056407343,no
692,692,John Russell,male,46,Liberal Democrats,Lewisham West and Penge,False,john4london,322588960,2890,1941,2426,2144675,2729,303,2654,737,0.10484429065743944,0.9183391003460208,0.2550173010380623,1055,0.02639809833604404,no
693,693,Bobby Dean,Male,27,Liberal Democrats,"Lewisham, Deptford",False,Bobby_Dean,45884485,1834,1511,1684,130462,2400,818,1661,1616,0.4460196292257361,0.90567066521265,0.88113413304253,449,0.017997434664101333,no
694,694,Vicky Foxcroft,female,40,Labour Party,"Lewisham, Deptford",True,vickyfoxcroft,174396155,815,8644,1798,62223,3719,76,809,300,0.09325153374233128,0.9926380368098159,0.3680981595092024,235,0.02041880267616648,yes
695,695,John Cryer,male,53,Labour Party,Leyton and Wanstead,True,JohnCryerMP,2979904613,248,2602,116,32444,1107,63,246,229,0.2540322580645161,0.9919354838709676,0.9233870967741936,67,0.019665394775462284,yes
696,696,Laura Farris,female,0,Conservative and Unionist Party,Leyton and Wanstead,False,Laura__Farris,3240259683,607,622,694,1554937,354,106,571,298,0.17462932454695226,0.940691927512356,0.4909390444810544,123,0.013804713804713804,no
697,697,Benjamin Sims,male,0,Liberal Democrats,Leyton and Wanstead,False,benjaminsims,17315312,551,556,582,93532,679,144,523,365,0.2613430127041742,0.9491833030852994,0.662431941923775,223,0.03007823037496628,no
698,698,Michael Fabricant,male,67,Conservative and Unionist Party,Lichfield,True,Mike_Fabricant,19058678,2280,25586,1034,1419578,18082,778,1769,1092,0.3412280701754386,0.7758771929824562,0.4789473684210526,573,0.018420883430849355,yes
699,699,Chris Worsey,male,0,Labour Party,Lichfield,False,ChrisWorsey,264829864,778,1375,388,1821785,606,256,692,481,0.32904884318766064,0.8894601542416453,0.6182519280205655,156,0.01821578701541336,no
700,700,Karl McCartney,male,49,Conservative and Unionist Party,Lincoln,False,karlmccartney,26796376,1431,9666,236,263630,588,58,1397,235,0.04053109713487072,0.976240391334731,0.1642208245981831,327,0.01503586536693029,yes
701,701,Joan Coombes,female,0,Labour Party,Linlithgow and East Falkirk,False,joancoombes,44955787,17,38,37,584,14,2,17,11,0.1176470588235294,1.0,0.6470588235294118,2,0.009174311926605505,no
702,702,Kris Brown,male,0,Liberal Democrats,"Liverpool, Walton",False,Kristoforbrown,18904746,1050,1277,998,923945,1073,304,970,602,0.2895238095238095,0.923809523809524,0.5733333333333334,266,0.020569130838230747,no
703,703,Laura Evans,female,0,Conservative and Unionist Party,"Liverpool, Walton",False,Laura4Walton,860963957900808192,232,109,280,33255,55,76,212,126,0.3275862068965517,0.913793103448276,0.5431034482758621,74,0.023809523809523808,no
704,704,Richard Kemp,male,0,Liberal Democrats,"Liverpool, Wavertree",False,cllrkemp,20255744,1724,3979,637,742044,432,191,1663,214,0.11078886310904873,0.96461716937355,0.12412993039443156,709,0.02963551245611102,no
705,705,Damian Timson,male,0,Conservative and Unionist Party,Livingston,False,timson_dj,3571183275,3090,306,365,386673,2489,1016,2408,1613,0.3288025889967637,0.7792880258899676,0.5220064724919093,1243,0.033625493696910674,no
706,706,Rhea Wolfson,female,0,Labour Party,Livingston,False,rheawolfson,233310243,1013,9167,2703,225050,29081,322,873,796,0.31786771964462,0.8617966436327741,0.7857847976307996,303,0.02287655719139298,no
707,707,Rory Daniels,Male,0,Liberal Democrats,Llanelli,False,RoryDanielsLD,2338660974,605,353,707,269165,363,17,600,234,0.02809917355371901,0.9917355371900828,0.3867768595041322,265,0.03510398728308385,no
708,708,Nia Griffith,female,61,Labour Party,Llanelli,True,NiaGriffithMP,481120639,706,10428,519,29272,8236,241,690,561,0.3413597733711048,0.9773371104815864,0.7946175637393768,355,0.04219158545281673,yes
709,709,Jewel Miah,male,43,Labour Party,Loughborough,False,jewelmiah,20919048,412,745,18,64399,468,111,412,254,0.2694174757281553,1.0,0.616504854368932,170,0.02998236331569665,no
710,710,Nicky Morgan,female,45,Conservative and Unionist Party,Loughborough,True,NickyMorgan01,34940114,1944,47070,944,63865,19698,516,1783,1347,0.2654320987654321,0.9171810699588476,0.6929012345679012,554,0.02155558149488347,yes
711,711,Philip Dunne,male,59,Conservative and Unionist Party,Ludlow,True,Dunne4Ludlow,1650144662,522,5268,726,2822,2818,331,398,491,0.6340996168582376,0.7624521072796935,0.9406130268199234,244,0.035961680176860716,yes
712,712,Caroline Kerswell,female,0,Conservative and Unionist Party,Luton North,False,CKConservative,3079742145,342,1794,4964,119938,873,107,338,222,0.3128654970760234,0.9883040935672516,0.6491228070175439,124,0.029453681710213776,no
713,713,Rabi Martins,male,0,Liberal Democrats,Luton North,False,CllrRFM,2739719201,108,232,405,1046,66,17,83,100,0.1574074074074074,0.7685185185185185,0.925925925925926,47,0.035022354694485835,no
714,714,Dean Russell,Male,0,Conservative and Unionist Party,Luton South,False,dean_r,17963897,278,3164,2285,88362,386,74,267,135,0.26618705035971224,0.960431654676259,0.4856115107913669,103,0.026642524573202275,no
715,715,Andy Strange,male,0,Liberal Democrats,Luton South,False,andymstrange,121109384,138,296,328,470,54,94,138,123,0.6811594202898551,1.0,0.8913043478260869,13,0.009034051424600415,no
716,716,Richard Flowers,male,0,Liberal Democrats,Macclesfield,False,richarddflowers,732889793298898944,2610,522,546,920081,2544,530,2309,916,0.20306513409961685,0.8846743295019157,0.35095785440613025,1056,0.029201924672307943,no
717,717,Neil Puttick,male,33,Labour Party,Macclesfield,False,Puttick4Macc,254149472,389,482,373,29470,774,215,377,325,0.5526992287917738,0.9691516709511568,0.8354755784061697,133,0.025318865410241767,no
718,718,David Rutley,male,56,Conservative and Unionist Party,Macclesfield,True,DavidRutley,606306570,527,7969,1132,14763,1173,46,520,202,0.0872865275142315,0.986717267552182,0.38330170777988615,149,0.018913429804518912,yes
719,719,Theresa May,female,61,Conservative and Unionist Party,Maidenhead,True,theresa_may,747807250819981312,276,376024,0,154858,283082,152,270,188,0.5507246376811594,0.9782608695652174,0.6811594202898551,130,0.03173053453746644,yes
720,720,Emily Fermor,female,0,Liberal Democrats,Maidstone and The Weald,False,emilyfermor,2770692158,753,594,687,396484,1521,196,679,525,0.2602921646746348,0.901726427622842,0.6972111553784861,190,0.01810040964084977,no
721,721,Helen Grant,female,56,Conservative and Unionist Party,Maidstone and The Weald,True,HelenGrantMP,24727170,983,14588,843,157662,2119,165,975,455,0.167853509664293,0.9918616480162769,0.4628687690742624,313,0.02197262197262197,yes
722,722,Allen Simpson,male,0,Labour Party,Maidstone and The Weald,False,allen_m_simpson,435929343,365,660,353,150961,553,70,348,275,0.1917808219178082,0.9534246575342464,0.7534246575342466,89,0.01863093992045216,no
723,723,Yvonne Fovargue,female,61,Labour Party,Makerfield,True,Y_FovargueMP,568174146,1112,6868,759,769312,2275,172,1086,405,0.15467625899280574,0.9766187050359711,0.3642086330935252,404,0.026677231907025884,yes
724,724,Peter Edwards,male,0,Labour Party,Maldon,False,EdwardsEconomy,627486344,1246,1191,446,258529,440,212,1245,1005,0.17014446227929375,0.9991974317817014,0.8065810593900482,486,0.033584410199709765,no
725,725,Zoe O'Connell,female,0,Liberal Democrats,Maldon,False,zoeimogen,11906032,1776,2450,535,761098,2159,531,1605,1319,0.2989864864864865,0.9037162162162162,0.7426801801801802,404,0.016321913380736908,no
726,726,John Whittingdale,male,58,Conservative and Unionist Party,Maldon,True,JWhittingdale,129569947,55,6682,90,2608,973,13,55,26,0.2363636363636364,1.0,0.4727272727272727,20,0.02631578947368421,yes
727,727,John Bridges,male,0,Liberal Democrats,Manchester Central,False,johnbridges51,1190945166,32,140,237,104,1,31,32,31,0.96875,1.0,0.96875,11,0.047413793103448267,no
728,728,Xingang Wang,male,0,Conservative and Unionist Party,Manchester Central,False,XXingang,2371641993,402,433,1951,54959,6,8,401,3,0.01990049751243781,0.9975124378109452,0.00746268656716418,216,0.03653585926928282,no
729,729,Afzal Khan,male,59,Labour Party,"Manchester, Gorton",True,Afzal4Gorton,202610289,561,12559,3988,248856,5365,134,541,238,0.23885918003565065,0.964349376114082,0.42424242424242425,238,0.0321144245041155,no
730,730,Jackie Pearcey,female,54,Liberal Democrats,"Manchester, Gorton",False,jackiepearcey,24246234,2345,1423,328,1383281,6436,1514,2268,1921,0.6456289978678038,0.9671641791044776,0.8191897654584221,451,0.015847359359077967,no
731,731,Sarah Heald,female,0,Conservative and Unionist Party,"Manchester, Withington",False,sarah_heald,366473238,576,470,461,196839,662,106,481,284,0.1840277777777778,0.8350694444444444,0.4930555555555556,169,0.02262080042832285,no
732,732,John Leech,male,46,Liberal Democrats,"Manchester, Withington",False,johnleechmcr,106115066,2808,8092,1307,353888,6736,504,2718,1689,0.1794871794871795,0.9679487179487181,0.6014957264957265,701,0.01870730145175064,no
733,733,Jeff Smith,male,54,Labour Party,"Manchester, Withington",True,JeffSmithetc,18951643,1820,6026,2222,1311941,5640,323,1799,782,0.17747252747252748,0.9884615384615384,0.4296703296703296,684,0.027736101536839544,yes
734,734,Anita Prabhakar,female,0,Liberal Democrats,Mansfield,False,Anita4Mansfield,858790280211951616,115,95,144,28829,78,5,105,22,0.043478260869565216,0.9130434782608696,0.19130434782608696,64,0.03943314849044978,no
735,735,Martin Tod,male,53,Liberal Democrats,Meon Valley,False,mpntod,1691801,1677,3563,3346,5985412,813,222,1567,674,0.13237924865831846,0.9344066785927252,0.4019081693500298,563,0.024819255863163463,no
736,736,Tom McNeil,male,0,Labour Party,Meriden,False,mcneil_tom,1652897768,852,1561,2172,996929,922,263,852,538,0.3086854460093897,1.0,0.6314553990610329,373,0.033737337192474674,no
737,737,Caroline Spelman,female,59,Conservative and Unionist Party,Meriden,True,spelmanc,453133872,1096,4493,865,79469,2226,236,1067,439,0.21532846715328466,0.9735401459854016,0.4005474452554745,422,0.02676645946974502,yes
738,738,Bob Griffin,male,0,Liberal Democrats,Merthyr Tydfil and Rhymney,False,SWEValleys,2673148399,537,155,152,1061001,37,311,535,353,0.5791433891992551,0.9962756052141528,0.6573556797020484,204,0.03720590917380996,no
739,739,Gerald Jones,male,47,Labour Party,Merthyr Tydfil and Rhymney,True,GeraldJonesLAB,496060628,2823,5038,1471,1848627,6109,253,2740,676,0.08962097059865391,0.9705986539142756,0.2394615657102373,1120,0.028094820017559263,yes
740,740,Pauline Alison Jorgensen,female,57,Conservative and Unionist Party,Merthyr Tydfil and Rhymney,False,CllrPauline,495780229,282,567,635,12720,88,114,274,212,0.40425531914893614,0.9716312056737588,0.75177304964539,106,0.031388806633106316,no
741,741,Nadine Dorries,female,60,Conservative and Unionist Party,Mid Bedfordshire,True,NadineDorries,457060718,2677,32761,719,528074,37236,971,2134,1535,0.3627194620844229,0.7971610011206575,0.5734030631303698,819,0.022450657894736843,yes
742,742,Lisa French,female,30,Liberal Democrats,Mid Bedfordshire,False,lm_french,18166561,691,363,491,243721,176,100,671,243,0.1447178002894356,0.9710564399421128,0.3516642547033285,223,0.020483145035363283,no
743,743,Rhiannon Meades,female,0,Labour Party,Mid Bedfordshire,False,Meades4MidBeds,757716718512996352,1029,225,127,1151626,720,280,960,361,0.272108843537415,0.932944606413994,0.3508260447035957,664,0.051226662552075294,no
744,744,Pauline Latham,female,69,Conservative and Unionist Party,Mid Derbyshire,True,Pauline_Latham,19087569,490,11094,616,23863,608,219,476,290,0.4469387755102041,0.9714285714285714,0.5918367346938775,231,0.03565915405989503,yes
745,745,Alison Martin,female,0,Labour Party,Mid Derbyshire,False,Alison4MidDerby,859897074460098560,232,83,10,169383,206,101,222,136,0.4353448275862069,0.956896551724138,0.5862068965517241,128,0.042539049518112326,no
746,746,Vikki Slade,female,45,Liberal Democrats,Mid Dorset and North Poole,False,vikki4mdnp,33921661,2599,1624,597,1210886,2191,524,2141,1290,0.20161600615621392,0.8237783762985764,0.4963447479799923,957,0.02659958863750069,no
